,year,population_access_to_electricity,access_to_clean_fuels_for_cooking,re_share_in_total_ec_in_percentage,electricity_from_renewables_twh,lowcarbon_electricity,primary_energy_consumption_per_capita_kwhperson,gdp_growth,gdp_per_capita,country_id
2089,2019,45.830032,43.0,24.7,0.46,25.274725,4149.229,5.75993059,1743.302901,100
2090,2020,47.34842,42.6,32.63816497829233,0.48,27.118645,3884.7751,-1.763321794,1701.991163,100
2091,2000,99.0,93.6,20.42,0.28,16.666668,13215.6,8.202791783,3929.075495,101
2092,2001,99.264725,94.1,20.08,0.31,17.222223,13385.311,3.347540711,3856.625227,101
2093,2002,99.4,94.7,17.93,0.33,17.837837,13056.474,1.614918645,4018.948897,101
2094,2003,99.18552,95.05,18.9,0.37,18.686869,13249.851,5.925445489,4793.718179,101
2095,2004,99.14041,95.5,19.08,0.37,18.04878,13567.276,4.330019872,5388.065784,101
2096,2005,99.094765,95.8,17.65,0.62,28.971962,14451.097,1.777543037,5282.906022,101
2097,2006,99.05099,96.1,16.41,0.35,15.765765,15004.636,4.865544597,5695.969327,101
2098,2007,99.01174,96.3,15.69,0.35,15.086207,15502.124,5.727016147,6574.654338,101
2099,2008,98.97972,96.5,12.73,0.37,15.226337,15889.464,5.386962558,8030.063005,101
2100,2009,98.957634,96.7,12.78,0.49,19.9187,15279.018,3.31507699,7318.12641,101
2101,2010,99.69,96.8,12.77,0.47,18.28794,16415.438,4.377203227,8000.376432,101
2102,2011,99.6,96.9,12.01,0.4,15.384616,16788.395,4.077538076,9197.026972,101
2103,2012,99.56862,97.1,11.45,0.35,13.257575,16868.873,3.49611836,9291.227619,101
2104,2013,99.48051,97.1,11.39,0.38,13.919414,17104.646,3.360406098,9637.00265,101
2105,2014,99.38037,97.25,10.59,0.42,15.0,17609.402,3.744575777,10153.93822,101
2106,2015,99.36161,97.2,11.49,0.49,17.132868,18247.52,3.553071704,9260.447303,101
2107,2016,99.48001,97.1,10.33,0.48,16.551723,18958.602,3.837932654,9681.618567,101
2108,2017,99.61,97.1,9.42,0.45,15.151515,20786.77,3.814152108,10484.90836,101
2109,2018,99.448845,97.0,9.19,0.52,17.508417,21929.627,3.759677227,11208.34382,101
2110,2019,100.0,96.9,8.94,0.59,19.093851,22800.158,3.012375903,11097.16898,101
2111,2020,99.66165,96.8,32.63816497829233,0.57,20.80292,19245.18,-14.89468757,8627.843157,101
2112,2000,98.00713,82.4,12.17,44.51,26.952402,17300.662,4.942453715,7157.8145,102
2113,2001,97.13832,83.1,11.34,39.56,23.785852,16898.29,-0.404390127,7544.568723,102
2114,2002,97.89709,84.1,10.68,35.67,21.944904,17044.275,-0.039844481,7593.137345,102
2115,2003,97.400856,84.6,10.17,32.11,20.78108,16996.574,1.446382684,7075.369643,102
2116,2004,98.5977,84.9,10.21,38.19,21.271194,17731.264,3.92059081,7484.486399,102
2117,2005,98.93273,85.3,10.31,42.29,22.738472,19153.719,2.307807066,8277.671564,102
2118,2006,99.11416,85.3,9.82,43.63,22.817688,19171.469,4.495077894,9068.294218,102
2119,2007,97.91057,85.4,9.46,42.14,21.355362,19098.814,2.291445714,9642.680517,102
2120,2008,98.91404,85.4,9.77,53.22,25.326805,19633.797,1.143584587,10016.57121,102
2121,2009,98.19821,85.2,9.17,40.59,20.65594,19065.637,-5.285744137,8002.972178,102
2122,2010,99.236694,85.0,9.36,51.37,21.568775,18870.824,5.118118143,9271.398396,102
2123,2011,99.02815,84.85,9.07,50.7,21.538681,19447.846,3.66300793,10203.4213,102
2124,2012,99.11163,84.6,8.97,47.2,19.529411,19349.783,3.642322679,10241.72783,102
2125,2013,99.1477,84.6,9.23,44.67,19.510582,19108.69,1.354091962,10725.18359,102
2126,2014,99.17293,84.6,9.76,57.46,23.005617,18757.031,2.849773255,10928.91601,102
2127,2015,99.0,84.6,9.19,52.42,21.35088,18335.252,3.293151528,9616.645558,102
2128,2016,99.5,84.8,9.22,52.97,20.869911,18538.975,2.630532425,8744.515559,102
2129,2017,100.0,84.8,9.99,55.88,21.495113,18689.648,2.113129135,9287.849587,102
2130,2018,99.5,84.8,10.03,58.78,21.71556,18269.648,2.194994725,9686.984927,102
2131,2019,99.6,84.9,10.34,59.0,21.969315,17903.295,-0.176599456,9950.45008,102
2132,2020,99.4,84.9,32.63816497829233,69.19,24.594496,16382.68,-8.309034659,8329.271313,102
2133,2000,67.3,22.8,5.73,0.0,0.0,17691.607,1.146062137,474.2170943,103
2134,2001,71.07658,23.1,6.09,0.0,0.0,17502.184,2.952710544,524.0540084,103
2135,2002,72.28447,23.6,6.51,0.0,0.0,18501.777,4.732978465,571.594979,103
2136,2003,76.3,24.3,6.09,0.0,0.0,17411.361,7.004634575,646.192471,103
2137,2004,74.68689,25.3,5.76,0.0,0.0,16947.145,10.62540596,797.9777263,103
2138,2005,86.2,26.0,5.34,0.0,0.0,17428.03,7.25366544,998.829388,103
2139,2006,77.08722,27.6,4.48,0.0,0.0,18611.67,8.556234809,1334.212724,103
2140,2007,78.29285,28.8,4.7,0.0,0.0,19353.18,10.24801636,1632.727582,103
2141,2008,79.5057,30.8,4.66,0.01,0.25575447,18919.375,8.900367946,2136.562402,103
2142,2009,80.7285,33.0,4.43,0.01,0.2538071,18920.904,-1.268598941,1714.361827,103
2143,2010,78.50208,35.2,4.46,0.05,1.2315271,18202.299,6.365161685,2643.287083,103
2144,2011,72.057076,37.0,4.04,0.06,1.4051522,18659.32,17.29077758,3757.565415,103
2145,2012,84.48361,38.6,2.97,0.06,1.3245033,19704.566,12.31981985,4351.888461,103
2146,2013,81.2,40.8,3.01,0.12,2.542373,20521.99,11.64891619,4366.089537,103
2147,2014,87.07883,42.6,3.34,0.21,4.1420116,19699.537,7.885225482,4158.521471,103
2148,2015,88.40018,44.15,3.55,0.22,4.238921,19182.596,2.379835807,3875.321675,103
2149,2016,89.83841,45.6,3.39,0.25,4.681648,19692.092,1.489784485,3658.3903,103
2150,2017,92.512566,47.2,3.19,0.25,4.5289855,21043.662,5.63687639,3687.100003,103
2151,2018,98.1,48.7,3.26,0.44,7.1544714,22486.172,7.74488062,4156.84697,103
2152,2019,97.22991,50.1,3.32,0.65,9.954058,24279.39,5.602244219,4404.84583,103
2153,2020,98.1,51.8,32.63816497829233,0.68,10.119048,20376.916,-4.557751973,4060.950518,103
2154,2007,100.0,64.8,42.27,1.28,59.81308,21851.393,6.810150125,5976.394145,104
2155,2008,100.0,64.2,38.76,1.54,54.41696,24712.115,7.222752592,7367.751909,104
2156,2009,100.0,63.3,49.16,2.07,75.0,21325.205,-5.795096995,6727.107767,104
2157,2010,100.0,63.0,49.09,2.75,68.40796,26631.988,2.734331082,6688.4824,104
2158,2011,99.0,62.6,42.77,1.2,45.28302,21941.479,3.228451021,7328.932252,104
2159,2012,100.0,61.9,45.86,1.48,51.929825,21276.305,-2.723790771,6586.721279,104
2160,2013,99.7,61.7,49.34,2.5,63.451775,22880.111,3.548979912,7186.429787,104
2161,2014,97.7,61.45,45.95,1.75,55.205048,20434.42,1.783698581,7378.345289,104
2162,2015,100.0,61.4,42.96,1.49,49.666668,21034.895,3.390381397,6514.272695,104
2163,2016,100.0,61.5,43.89,1.84,58.598724,21028.148,2.949280321,7028.936577,104
2164,2017,100.0,61.7,37.77,1.12,45.16129,19660.412,4.716465276,7784.06529,104
2165,2018,100.0,61.8,40.6,2.25,59.210526,21852.676,5.077888811,8845.914219,104
2166,2019,100.0,62.0,38.74,1.93,56.26822,20460.55,4.062944992,8910.650834,104
2167,2020,100.0,62.4,32.63816497829233,1.77,52.212387,17942.342,-15.30689376,7677.152226,104
2168,2000,69.56738,90.6,15.26,0.77,6.3478975,4113.667,1.912872981,1334.943464,105
2169,2001,71.3479,91.3,15.12,1.07,7.535212,4386.623,7.319967454,1339.294077,105
2170,2002,73.120834,92.0,14.94,1.03,6.794195,4439.7236,3.121449656,1416.488396,105
2171,2003,74.88853,92.7,15.71,1.64,9.951457,4397.996,5.961162155,1725.457466,105
2172,2004,78.2,93.2,23.0,1.79,10.228572,4946.6387,4.797018362,1952.902534,105
2173,2005,78.41762,94.0,20.15,1.18,6.286627,5301.4736,3.291639684,2018.025547,105
2174,2006,96.5,94.35,18.14,1.17,6.0716133,5340.5317,7.574631645,2196.011276,105
2175,2007,81.95443,95.0,16.46,1.19,6.153051,5226.2114,3.531594152,2499.259938,105
2176,2008,83.73233,95.6,14.62,1.22,6.211813,5694.0356,5.923277686,2890.360715,105
2177,2009,85.520164,96.0,14.26,2.93,14.635365,5486.076,4.243757321,2866.92411,105
2178,2010,92.67138,96.5,13.92,4.1,17.343487,6005.15,3.815717917,2839.92612,105
2179,2011,93.446434,96.7,11.88,2.69,10.764306,6222.626,5.245697297,3046.947854,105
2180,2012,94.21052,97.1,10.93,2.42,8.835341,6249.124,3.009961262,2912.658275,105
2181,2013,97.2,97.3,11.59,4.19,15.646004,6330.0835,4.5354242,3121.680081,105
2182,2014,91.6,97.4,11.14,3.61,13.013699,6336.756,2.669493927,3171.699192,105
2183,2015,97.3,97.7,11.25,4.45,15.064318,6368.3936,4.536378168,2875.257985,105
2184,2016,97.8,97.8,11.06,4.74,15.55118,6361.196,1.05985639,2896.722196,105
2185,2017,100.0,97.9,10.45,4.69,14.8652935,6580.7236,4.254603273,3035.454433,105
2186,2018,98.1,97.9,10.9,6.52,19.047619,6730.607,3.148502656,3226.982794,105
2187,2019,99.6,98.0,10.69,7.6,19.009504,7267.464,2.607935495,3235.00066,105
2188,2020,100.0,98.1,32.63816497829233,7.02,18.290775,6551.4155,-6.29325316,3058.691689,105
2189,2000,6.096311,2.3,93.64,9.58,99.68783,1646.6608,1.180300789,319.3596208,106
2190,2001,5.7,2.3,93.01,11.74,99.660446,2058.794,12.0868744,296.2684069,106
2191,2002,8.443921,2.3,93.22,12.57,99.68279,2031.7814,9.291051885,302.5452337,106
2192,2003,8.1,2.4,92.73,10.78,99.53832,2005.1836,6.878532872,326.0751909,106
2193,2004,10.77059,2.4,92.94,11.58,99.570076,2047.423,7.916407836,383.2702219,106
2194,2005,11.931945,2.5,93.67,13.15,99.69675,2189.5408,6.645908281,416.8098242,106
2195,2006,13.095172,2.5,93.06,14.59,99.726585,2325.4858,9.694374092,435.3340633,106
2196,2007,12.4,2.7,87.53,15.92,99.749374,2517.8892,7.729746242,482.1985636,106
2197,2008,13.571224,2.7,88.11,14.98,99.73369,2311.3452,7.317755324,563.6496343,106
2198,2009,15.0,2.9,86.12,16.8,99.76246,2432.587,6.318197232,520.4026316,106
2199,2010,18.802736,3.1,84.89,16.5,99.69789,2355.5942,6.502353115,471.9043433,106
2200,2011,20.2,3.1,85.97,16.66,99.64115,2590.4597,7.417384316,594.5861471,106
2201,2012,21.232607,3.4,85.15,15.01,99.60186,2700.6165,7.258439253,657.6446765,106
2202,2013,22.420128,3.5,83.73,14.51,98.10683,2775.2776,6.963607135,664.0775104,106
2203,2014,24.8,3.7,81.92,16.38,93.22709,2987.1777,7.398512797,673.969212,106
2204,2015,24.0,3.9,80.8,17.62,89.48705,3077.791,6.72327878,589.85905,106
2205,2016,26.246521,4.2,78.2,15.71,84.78143,3067.1821,3.824214319,428.9266729,106
2206,2017,24.3,4.35,78.9,14.16,84.33591,2985.2324,3.741317593,461.4150941,106
2207,2018,31.1,4.6,79.57,13.88,82.52081,2383.0244,3.44381384,503.3179252,106
2208,2019,29.67445,4.8,78.08,15.06,80.49172,2446.9106,2.31460601,506.6416391,106
2209,2020,30.603832,5.1,32.63816497829233,15.85,81.9545,2248.653,-1.233905711,448.5442807,106
2210,2000,41.83379,2.9,80.17,2.11,42.973522,1055.1344,12.41819164,146.6045788,107
2211,2001,42.9419,3.1,82.48,2.05,45.555557,963.84076,12.46773004,131.7153072,107
2212,2002,47.0,3.3,83.12,2.45,49.0,1107.3801,11.70304562,128.0997081,107
2213,2003,45.137714,3.6,79.86,2.52,46.84015,1236.4875,12.98632489,161.0555236,107
2214,2004,46.230118,4.1,80.47,2.6,48.237476,1285.3595,13.69528734,193.3687658,107
2215,2005,47.321983,4.6,79.82,3.16,54.295532,1642.7948,13.56694201,216.3115014,107
2216,2006,48.41572,5.4,81.46,3.49,58.557045,1538.9808,13.30686931,240.6240142,107
2217,2007,49.513985,6.2,80.7,3.81,61.451614,1648.7915,12.50048629,314.2022942,107
2218,2008,50.619476,7.05,85.71,4.24,65.9409,1504.8369,11.07426765,460.9088892,107
2219,2009,51.73491,8.4,85.48,5.34,78.4141,1377.901,10.4098444,586.1681802,107
2220,2010,48.8,9.8,84.93,5.24,71.38964,1386.8824,10.06928609,746.94536,107
2221,2011,54.006428,11.5,84.08,7.63,79.06736,1505.1958,7.520057227,1061.344429,107
2222,2012,55.167934,13.4,78.46,7.94,74.414246,1779.6029,6.485754004,1134.302224,107
2223,2013,56.349274,15.1,75.96,8.99,73.87017,2042.9814,7.898669478,1168.1654,107
2224,2014,52.0,17.5,72.43,8.99,64.30615,2368.4949,8.19966375,1210.097636,107
2225,2015,60.5,19.6,70.43,9.6,61.068707,2192.525,3.277279417,1196.743357,107
2226,2016,55.6,21.8,69.25,10.02,57.094025,2501.5964,10.50778078,1136.610665,107
2227,2017,69.814835,24.0,59.92,11.27,55.110023,3203.9011,5.7500645,1151.114462,107
2228,2018,66.22728,26.4,59.55,12.61,56.319786,3270.801,6.404977325,1250.173691,107
2229,2019,68.35853,28.9,57.85,10.95,46.144123,3197.22,6.750460146,1271.111575,107
2230,2020,70.397194,31.25,32.63816497829233,11.31,48.005093,3183.1047,3.1737744,1467.604281,107
2231,2000,36.5,33.7,34.73,1.37,97.163124,6971.662,3.492183364,2185.604115,108
2232,2001,35.96686,34.0,30.32,1.36,100.0,7906.876,1.177948695,1950.648536,108
2233,2002,36.925476,35.0,33.74,1.45,100.0,7473.249,4.788661219,1808.884899,108
2234,2003,37.878853,35.9,33.3,1.5,99.337746,7768.2593,4.239794296,2621.700395,108
2235,2004,38.82934,36.4,34.75,1.59,100.0,7998.0425,12.2695481,3464.418226,108
2236,2005,39.779297,37.3,34.54,1.64,97.61905,8329.664,2.529262658,3739.531717,108
2237,2006,40.731125,37.9,35.32,1.59,94.64286,8203.538,7.073175318,4059.101348,108
2238,2007,43.7,38.6,35.84,1.56,97.5,8337.066,5.374044152,4405.410399,108
2239,2008,42.65105,39.5,32.33,1.48,89.69697,8670.3955,2.649812038,4212.367197,108
2240,2009,44.1,40.1,33.21,1.39,94.55782,8711.895,0.295970914,4295.387143,108
2241,2010,44.610737,40.9,31.03,1.25,96.15385,8834.805,6.03924948,5394.996712,108
2242,2011,42.3,41.5,31.46,1.4,97.9021,9036.284,5.091338139,5806.748246,108
2243,2012,46.63186,42.2,31.74,1.6,98.15951,9158.613,5.06168207,5942.29274,108
2244,2013,47.4,43.0,30.55,1.28,95.522385,9313.876,5.614719623,5392.094938,108
2245,2014,48.728516,43.6,30.09,1.5,98.68421,9735.818,6.09251916,5469.9014,108
2246,2015,51.6,44.3,28.99,1.53,98.07693,10013.897,4.264174538,4896.61526,108
2247,2016,49.7,45.2,29.33,1.41,95.918365,9860.743,0.03379445,4546.986688,108
2248,2017,52.5,45.6,29.94,1.68,96.55173,9969.967,-1.027250827,5367.114674,108
2249,2018,54.002895,46.0,30.66,1.39,98.581566,9675.655,1.059943471,5588.392864,108
2250,2019,55.17709,46.5,30.69,1.32,97.05882,9254.443,-0.88809916,5009.685904,108
2251,2020,56.258694,46.8,32.63816497829233,1.89,96.92307,8960.352,-8.500149038,4179.278066,108
2252,2000,99.43709,100.0,0.0,0.0,0.0,44017.28,3.441610056684874,13283.77434796745,109
2253,2001,99.415634,100.0,0.0,0.0,0.0,39953.254,3.441610056684874,13283.77434796745,109
2254,2002,99.38659,100.0,0.0,0.0,0.0,37538.883,3.441610056684874,13283.77434796745,109
2255,2003,99.35232,100.0,0.0,0.0,0.0,33686.04,3.441610056684874,13283.77434796745,109
2256,2004,99.315155,100.0,0.0,0.0,0.0,31641.86,3.441610056684874,13283.77434796745,109
2257,2005,99.27745,100.0,0.0,0.0,0.0,31064.385,-3.03030303,13283.77434796745,109
2258,2006,99.24163,100.0,0.07,0.0,0.0,22659.775,9.375,13283.77434796745,109
2259,2007,99.8,100.0,0.08,0.0,0.0,22131.348,-22.85714286,13283.77434796745,109
2260,2008,99.18625,100.0,0.08,0.0,0.0,22558.277,22.22222222,13283.77434796745,109
2261,2009,99.17211,100.0,0.04,0.0,0.0,21952.797,9.090909091,13283.77434796745,109
2262,2010,99.17063,100.0,0.03,0.0,0.0,23124.062,11.11111111,4752.175082,109
2263,2011,99.0,100.0,0.05,0.0,0.0,22639.81,10.0,6560.27487,109
2264,2012,99.216446,100.0,0.07,0.0,0.0,23654.348,11.36363636,9562.667866,109
2265,2013,99.26821,100.0,0.06,0.0,0.0,26976.27,30.6122449,9648.495655,109
2266,2014,99.33779,100.0,0.05,0.0,0.0,28475.137,26.5625,10171.48073,109
2267,2015,99.0,100.0,0.1,0.0,0.0,29667.088,3.703703704,8341.012278,109
2268,2016,99.71288,100.0,0.18,0.0,0.0,31831.389,3.571428571,9521.042101,109
2269,2017,99.87004,100.0,0.6,0.0,0.0,24506.256,-5.747126437,10339.38548,109
2270,2018,99.92822,100.0,0.66,0.0,0.0,28203.953,6.097560976,11614.66508,109
2271,2019,100.0,100.0,0.61,0.0,0.0,22405.49,0.0,11029.73558,109
2272,2020,100.0,100.0,32.63816497829233,0.0,0.0,21142.482,1.149425287,10580.26819,109
2273,2000,29.046267,5.7,88.29,1.63,96.4497,599.056,6.199999988,229.4903926,110
2274,2001,24.6,6.9,87.76,1.83,98.918915,622.0788,4.799892149,246.7255581,110
2275,2002,35.88741,8.3,89.95,2.1,99.0566,645.2906,0.120143175,244.7208435,110
2276,2003,39.29895,9.9,89.44,2.24,100.0,669.50134,3.945037767,252.4023518,110
2277,2004,37.2,11.4,90.3,2.38,99.58159,660.4656,4.682603245,286.1576726,110
2278,2005,46.11573,13.1,89.52,2.49,99.6,678.4753,3.479181046,315.80563,110
2279,2006,51.2,14.7,91.25,2.71,99.632355,663.4546,3.364614788,346.9453313,110
2280,2007,52.940235,16.5,91.31,2.77,99.64029,653.86755,3.411560276,391.3800572,110
2281,2008,56.36198,18.1,90.47,2.79,99.64286,719.46136,6.104639142,470.455459,110
2282,2009,59.793667,19.8,88.93,3.08,99.67638,818.67523,4.53307872,478.1732528,110
2283,2010,68.6,21.6,87.29,3.18,100.0,868.6695,4.81641465,592.4012071,110
2284,2011,67.26,23.2,86.95,3.46,100.0,922.1434,3.421828241,799.5833769,110
2285,2012,74.96597,24.6,84.7,3.51,99.433426,967.2062,4.438493505,804.1416073,110
2286,2013,77.466194,26.1,86.05,3.49,99.71429,1020.5796,3.525153171,823.3598746,110
2287,2014,84.9,27.6,84.06,3.78,100.0,1099.4447,6.011482843,844.8531248,110
2288,2015,82.52396,29.0,85.04,3.45,100.0,979.0958,3.976053272,901.7496077,110
2289,2016,90.7,30.2,79.2,4.23,100.0,1426.1302,0.433113719,899.523581,110
2290,2017,87.89635,31.4,76.41,4.72,100.0,1614.7568,8.977279356,1048.453755,110
2291,2018,93.92,32.3,74.27,4.99,100.0,1753.6006,7.622376105,1178.525932,110
2292,2019,89.9,33.6,77.39,6.26,100.0,1700.5831,6.657055428,1194.956876,110
2293,2020,89.9,34.8,32.63816497829233,6.33,100.0,1677.7975,-2.088378695,1155.142854,110
2294,2000,100.0,100.0,1.73,2.97,7.718984,63325.41,4.195642498,26149.41108,111
2295,2001,100.0,100.0,1.76,3.31,7.802633,65422.44,2.326955087,26873.27593,111
2296,2002,100.0,100.0,1.92,3.98,8.240209,65146.56,0.217273595,29204.03983,111
2297,2003,100.0,100.0,1.91,3.96,8.26087,65296.625,0.155645898,35672.2066,111
2298,2004,100.0,100.0,2.22,5.3,9.028809,67222.88,1.984945714,40362.39478,111
2299,2005,100.0,100.0,2.74,7.46,11.49679,68395.85,2.050876108,41979.05585,111
2300,2006,100.0,100.0,3.12,8.05,11.6729145,66740.0,3.460988954,44863.35063,111
2301,2007,100.0,100.0,3.68,7.59,11.228572,67568.08,3.772842521,51733.44213,111
2302,2008,100.0,100.0,3.94,9.53,12.756052,66484.65,2.170324851,57644.47997,111
2303,2009,100.0,100.0,4.38,10.83,13.279324,65268.383,-3.666883937,52514.02712,111
2304,2010,100.0,100.0,3.85,11.19,12.727731,70448.46,1.342739336,50950.03434,111
2305,2011,100.0,100.0,4.69,12.32,14.4627,66766.09,1.551189312,54159.34661,111
2306,2012,100.0,100.0,4.9,12.47,15.892111,65277.332,-1.030353991,50073.00566,111
2307,2013,100.0,100.0,4.94,12.1,14.768473,63014.336,-0.130175288,52184.06185,111
2308,2014,100.0,100.0,5.53,11.65,15.248982,59946.082,1.423395395,52830.17423,111
2309,2015,100.0,100.0,5.72,13.69,16.33272,60683.023,1.959169721,45175.23189,111
2310,2016,100.0,100.0,5.59,14.78,16.463146,60943.15,2.191713719,46007.85292,111
2311,2017,100.0,100.0,6.36,17.43,18.012798,61101.004,2.910902513,48554.99228,111
2312,2018,100.0,100.0,7.39,18.91,19.722027,59348.1,2.360915095,53018.62936,111
2313,2019,100.0,100.0,8.54,22.79,22.104479,58836.934,1.955588416,52476.27325,111
2314,2020,100.0,100.0,32.63816497829233,32.75,30.002443,56705.54,-3.798635993,52397.11671,111
2315,2000,100.0,63.25528735632183,7.54,0.45,28.66242,45268.094,2.100108827,16039.16917,112
2316,2001,100.0,63.25528735632183,6.72,0.37,22.560976,42436.5,3.441610056684874,15174.27843,112
2317,2002,100.0,63.25528735632183,5.28,0.33,19.760479,45016.35,3.441610056684874,16885.8944,112
2318,2003,100.0,63.25528735632183,4.93,0.32,19.27711,47813.31,3.441610056684874,21817.31511,112
2319,2004,100.0,63.25528735632183,5.2,0.33,20.754717,45600.543,3.441610056684874,25770.53108,112
2320,2005,100.0,63.25528735632183,5.08,0.36,20.111732,49324.58,3.441610056684874,26861.69844,112
2321,2006,100.0,63.25528735632183,4.52,0.31,17.514124,47853.824,3.441610056684874,29604.05264,112
2322,2007,100.0,63.25528735632183,5.82,0.43,23.369564,50583.902,3.441610056684874,36864.85762,112
2323,2008,100.0,63.25528735632183,7.78,0.48,26.966293,50031.6,3.441610056684874,37353.7373,112
2324,2009,100.0,63.25528735632183,6.96,0.43,23.497267,49562.727,3.441610056684874,35391.08787,112
2325,2010,100.0,63.25528735632183,4.85,0.31,15.422886,56732.92,3.441610056684874,37494.89516,112
2326,2011,100.0,63.25528735632183,5.93,0.42,19.534883,55054.582,3.441610056684874,40697.65294,112
2327,2012,100.0,63.25528735632183,6.17,0.46,21.100916,57458.293,3.441610056684874,37294.02281,112
2328,2013,100.0,63.25528735632183,6.56,0.51,21.42857,60432.473,3.441610056684874,38503.25385,112
2329,2014,100.0,63.25528735632183,4.29,0.35,12.280703,68428.61,3.441610056684874,39675.56631,112
2330,2015,100.0,63.25528735632183,5.09,0.41,14.909091,69502.61,3.441610056684874,32520.29416,112
2331,2016,100.0,63.25528735632183,3.7,0.29,9.7972975,73955.19,3.441610056684874,32391.19722,112
2332,2017,100.0,63.25528735632183,5.08,0.44,14.379086,71473.98,3.441610056684874,33976.55555,112
2333,2018,100.0,63.25528735632183,4.77,0.42,14.0,79704.05,3.441610056684874,36382.48766,112
2334,2019,100.0,63.25528735632183,5.4,0.54,17.197453,79064.88,3.441610056684874,34788.52928,112
2335,2020,100.0,63.25528735632183,32.63816497829233,0.42,13.333333,74262.35,3.441610056684874,13283.77434796745,112
2336,2000,100.0,100.0,29.13,27.51,72.01571,59543.81,2.905022988,13641.10272,113
2337,2001,100.0,100.0,27.13,24.84,64.77184,58485.12,3.464846662,13882.85683,113
2338,2002,100.0,100.0,28.98,28.07,71.13533,59589.08,4.674401833,16874.18749,113
2339,2003,100.0,100.0,28.35,26.9,68.0668,56734.85,4.54980201,21913.70817,113
2340,2004,100.0,100.0,30.76,30.61,73.7235,57499.695,4.028139435,25420.23488,113
2341,2005,100.0,100.0,29.46,27.6,66.457985,55352.246,3.321144113,27751.06547,113
2342,2006,100.0,100.0,29.59,28.08,66.7459,55087.375,2.880937844,26654.5932,113
2343,2007,100.0,100.0,29.35,28.46,67.10681,54356.55,3.027510555,32479.98174,113
2344,2008,100.0,100.0,28.39,27.97,65.982544,54010.57,-1.115041324,31252.96256,113
2345,2009,100.0,100.0,30.56,30.68,72.75314,53337.418,-0.135169931,28209.36233,113
2346,2010,100.0,100.0,31.68,32.3,74.133575,54097.28,1.527994135,33676.77412,113
2347,2011,100.0,100.0,32.65,33.18,76.71677,53886.934,2.256736921,38387.62708,113
2348,2012,100.0,100.0,31.02,31.4,72.78628,53929.51,2.24064087,39973.38076,113
2349,2013,100.0,100.0,30.36,31.82,75.10031,53825.684,2.695783859,42976.64959,113
2350,2014,100.0,100.0,31.09,34.0,79.69995,55530.688,3.813831016,44572.89875,113
2351,2015,100.0,100.0,31.24,34.92,80.57221,54939.43,3.707375818,38630.72659,113
2352,2016,100.0,100.0,31.83,36.2,84.32332,54612.46,3.730079893,40080.49411,113
2353,2017,100.0,100.0,30.22,35.33,81.5747,54745.46,3.613281553,42992.89527,113
